Date;Close;High;Low;Open;Volume;Log_Returns;Monetary_Volume
16/05/2024;445.285.986.328.125;446.027.978.515.625;44.142.998.046.875;444.364.990.234.375;0;-0.0006757986890198169;0.0
17/05/2024;443.297.021.484.375;4.453.740.234.375;441.985.986.328.125;445.368.994.140.625;0;-0.00447671888388759;0.0
20/05/2024;446.839.990.234.375;447.310.986.328.125;442.452.001.953.125;443.739.013.671.875;0;0.007960544080835259;0.0
21/05/2024;4.452.509.765.625;44.722.099.609.375;44.261.201.171.875;444.983.984.375;0;-0.0035624513901367175;0.0
22/05/2024;44.927.998.046.875;4.521.509.765.625;444.339.013.671.875;444.718.994.140.625;0;0.009008142467405127;0.0
23/05/2024;44.166.298.828.125;447.352.001.953.125;44.055.498.046.875;447.352.001.953.125;0;-0.017099136627337058;0.0
24/05/2024;442.006.982.421.875;444.331.005.859.375;4.416.259.765.625;443.164.990.234.375;0;0.0007785579897603203;0.0
28/05/2024;436.366.015.625;44.360.498.046.875;433.560.009.765.625;443.143.017.578.125;0;-0.012844302730774923;0.0
29/05/2024;431.181.005.859.375;432.339.013.671.875;428.635.986.328.125;432.131.982.421.875;0;-0.011953407423370678;0.0
30/05/2024;438.739.013.671.875;439.097.021.484.375;430.614.990.234.375;4.331.330.078.125;0;0.017376765269130765;0.0
31/05/2024;440.110.009.765.625;443.160.009.765.625;437.533.984.375;4.384.509.765.625;0;0.003119983454103551;0.0
3/06/2024;446.752.978.515.625;451.768.994.140.625;440.281.982.421.875;441.339.990.234.375;0;0.01498110323544989;0.0
4/06/2024;446.089.990.234.375;4.485.740.234.375;444.491.015.625;44.710.400.390.625;0;-0.0014851175991989149;0.0
5/06/2024;454.760.009.765.625;4.552.259.765.625;44.601.298.828.125;4.471.830.078.125;0;0.019249125242324878;0.0
6/06/2024;452.958.984.375;45.557.099.609.375;452.531.982.421.875;4547.5;0;-0.00396824956984784;0.0
7/06/2024;4.501.740.234.375;45.347.900.390.625;4490.0;450.406.982.421.875;0;-0.006167352407354708;0.0
10/06/2024;451.381.005.859.375;45.152.998.046.875;444.689.990.234.375;447.702.978.515.625;0;0.0026775584490272663;0.0
11/06/2024;45.129.599.609.375;452.581.982.421.875;447.252.001.953.125;448.033.984.375;0;-0.00018835035276706642;0.0
12/06/2024;454.585.009.765.625;458.047.021.484.375;45.278.798.828.125;457.252.001.953.125;0;0.007261501461889875;0.0
13/06/2024;453.897.021.484.375;454.856.982.421.875;4521.5;4.527.740.234.375;0;-0.0015145889276921387;0.0
14/06/2024;4.503.169.921.875;45.234.501.953.125;44.845.498.046.875;450.122.021.484.375;0;-0.007918585533004311;0.0
17/06/2024;44.698.701.171.875;44.921.298.828.125;446.408.984.375;447.822.998.046.875;0;-0.0074222242215831475;0.0
18/06/2024;4.428.419.921.875;4.471.669.921.875;4.426.490.234.375;446.902.978.515.625;0;-0.00931650799062056;0.0
